Product,Quantity,Region,Production Method,Water Footprint (L),Category,Water Scarcity Index,Scarcity Level,Alternative Method,Potential Water Savings (%)
Chair,5,South America,Handmade,13476.81,Other,0.6,Medium-High,Efficient Method,20
Sofa,5,Europe,Conventional,45991.9,Other,0.4,Medium,Efficient Method,20
Chair,10,South America,Handmade,23730.14,Other,0.6,Medium-High,Efficient Method,20
Tomatoes,5,Africa,Recycled,1056.79,Other,0.8,Very High,Efficient Method,20
Table,10,Africa,Recycled,54092.22,Furniture,0.8,Very High,Efficient Method,20
Mobile Phone,10,South America,Conventional,12444.05,Other,0.6,Medium-High,Efficient Method,20
Bicycle,5,Europe,Recycled,79234.85,Other,0.4,Medium,Efficient Method,20
Chair,100,Asia,Handmade,239194.66,Other,0.7,High,Efficient Method,20
Paper,200,North America,Recycled,2119.07,Stationery,0.3,Low,Efficient Method,20
Wheat,100,Europe,Industrial,188762.75,Other,0.4,Medium,Efficient Method,20
Mobile Phone,10,Europe,Conventional,12711.84,Other,0.4,Medium,Efficient Method,20
Sofa,5,Africa,Handmade,43306.76,Other,0.8,Very High,Efficient Method,20
Car,10,Asia,Industrial,1554216.55,Vehicle,0.7,High,Recycled Materials,25
Plastic,20,North America,Conventional,3490.1,Other,0.3,Low,Efficient Method,20
Steel,50,North America,Industrial,2611.88,Raw Material,0.3,Low,Recycled Steel,40
Cotton Shirt,100,Australia,Organic,249437.13,Other,0.5,Medium,Efficient Method,20
Leather Bag,100,North America,Recycled,1532275.74,Other,0.3,Low,Efficient Method,20
Wood,10,Asia,Industrial,3168.56,Raw Material,0.7,High,Efficient Method,20
Laptop,10,Australia,Conventional,96742.85,Electronics,0.5,Medium,Efficient Method,20
Steel,20,Africa,Recycled,939.9,Raw Material,0.8,Very High,Efficient Method,20
Almonds,10,North America,Conventional,111630.85,Other,0.3,Low,Efficient Method,20
Chair,100,North America,Handmade,233275.79,Other,0.3,Low,Efficient Method,20
Leather Bag,100,Africa,Organic,1555164.97,Other,0.8,Very High,Efficient Method,20
Glass Bottle,100,Europe,Conventional,36212.65,Other,0.4,Medium,Efficient Method,20
Steel,20,South America,Industrial,1079.95,Raw Material,0.6,Medium-High,Recycled Steel,40
Chair,200,Europe,Industrial,533562.44,Other,0.4,Medium,Efficient Method,20
Almonds,10,Australia,Handmade,107732.93,Other,0.5,Medium,Efficient Method,20
Cotton Shirt,10,South America,Conventional,29432.22,Other,0.6,Medium-High,Efficient Method,20
Leather Bag,20,Asia,Organic,338154.69,Other,0.7,High,Efficient Method,20
Mobile Phone,1,North America,Conventional,1242.12,Other,0.3,Low,Efficient Method,20
Steel,200,Europe,Conventional,10975.91,Raw Material,0.4,Medium,Efficient Method,20
Corn,50,Europe,Conventional,60949.35,Other,0.4,Medium,Efficient Method,20
Wheat,100,South America,Handmade,195142.27,Other,0.6,Medium-High,Efficient Method,20
Wood,20,Asia,Recycled,5766.68,Raw Material,0.7,High,Efficient Method,20
Almonds,200,South America,Industrial,2099988.5,Other,0.6,Medium-High,Efficient Method,20
Rice,10,Asia,Handmade,27459.92,Food,0.7,High,Efficient Method,20
Wheat,5,Africa,Recycled,9605.21,Other,0.8,Very High,Efficient Method,20
Leather Bag,1,Africa,Handmade,16927.0,Other,0.8,Very High,Efficient Method,20
Tomatoes,100,Australia,Organic,20768.05,Other,0.5,Medium,Efficient Method,20
Corn,20,North America,Handmade,25338.12,Other,0.3,Low,Efficient Method,20
Table,20,Africa,Handmade,108847.11,Furniture,0.8,Very High,Engineered Wood,20
Wood,1,North America,Industrial,308.85,Raw Material,0.3,Low,Efficient Method,20
Leather Bag,200,Asia,Recycled,3321871.96,Other,0.7,High,Efficient Method,20
Sofa,5,Africa,Conventional,43596.19,Other,0.8,Very High,Efficient Method,20
Sofa,1,North America,Organic,8689.08,Other,0.3,Low,Efficient Method,20
Almonds,20,Australia,Recycled,200030.16,Other,0.5,Medium,Efficient Method,20
Glass Bottle,1,South America,Organic,359.15,Other,0.6,Medium-High,Efficient Method,20
Car,50,Asia,Conventional,7436554.38,Vehicle,0.7,High,Efficient Method,20
Corn,10,South America,Organic,12944.54,Other,0.6,Medium-High,Efficient Method,20
Sofa,5,Europe,Recycled,49183.16,Other,0.4,Medium,Efficient Method,20
Bed,200,North America,Industrial,1625864.53,Furniture,0.3,Low,Organic,25
Leather Bag,20,South America,Industrial,340278.98,Other,0.6,Medium-High,Efficient Method,20
Glass Bottle,5,North America,Recycled,1767.83,Other,0.3,Low,Efficient Method,20
Rice,10,North America,Industrial,26697.51,Food,0.3,Low,Efficient Method,20
Corn,1,North America,Recycled,1256.38,Other,0.3,Low,Efficient Method,20
Plastic,20,North America,Organic,3814.95,Other,0.3,Low,Efficient Method,20
Plastic,200,Australia,Conventional,36700.47,Other,0.5,Medium,Efficient Method,20
Leather Bag,10,Australia,Organic,164759.43,Other,0.5,Medium,Efficient Method,20
Glass Bottle,1,South America,Handmade,347.86,Other,0.6,Medium-High,Efficient Method,20
Laptop,100,North America,Industrial,984461.37,Electronics,0.3,Low,Refurbished Components,35
Chair,10,South America,Recycled,24317.29,Other,0.6,Medium-High,Efficient Method,20
Corn,20,Africa,Industrial,22768.9,Other,0.8,Very High,Efficient Method,20
Wood,50,South America,Industrial,15148.21,Raw Material,0.6,Medium-High,Efficient Method,20
Rice,50,North America,Industrial,126424.81,Food,0.3,Low,Efficient Method,20
Car,20,Africa,Organic,2874808.81,Vehicle,0.8,Very High,Efficient Method,20
Corn,200,Australia,Recycled,234206.95,Other,0.5,Medium,Efficient Method,20
Laptop,1,Africa,Recycled,9062.15,Electronics,0.8,Very High,Efficient Method,20
Bed,200,Europe,Conventional,1638360.76,Furniture,0.4,Medium,Efficient Method,20
Steel,1,Europe,Industrial,52.55,Raw Material,0.4,Medium,Recycled Steel,40
Rice,200,North America,Handmade,545077.1,Food,0.3,Low,Efficient Method,20
Tomatoes,100,South America,Recycled,20621.87,Other,0.6,Medium-High,Efficient Method,20
Mobile Phone,50,North America,Industrial,56362.59,Other,0.3,Low,Efficient Method,20
Bicycle,200,Australia,Industrial,3178523.86,Other,0.5,Medium,Efficient Method,20
Corn,50,Australia,Handmade,61536.28,Other,0.5,Medium,Efficient Method,20
Table,200,North America,Industrial,1011185.79,Furniture,0.3,Low,Efficient Method,20
Bicycle,10,Australia,Conventional,139594.49,Other,0.5,Medium,Efficient Method,20
Bicycle,5,North America,Industrial,69837.78,Other,0.3,Low,Efficient Method,20
Paper,200,North America,Recycled,1904.34,Stationery,0.3,Low,Efficient Method,20
Almonds,100,North America,Recycled,1064274.87,Other,0.3,Low,Efficient Method,20
Paper,50,Australia,Conventional,547.47,Stationery,0.5,Medium,Efficient Method,20
Car,5,North America,Recycled,718790.26,Vehicle,0.3,Low,Efficient Method,20
Bicycle,20,North America,Industrial,323948.51,Other,0.3,Low,Efficient Method,20
Bed,50,Europe,Handmade,388872.13,Furniture,0.4,Medium,Efficient Method,20
Almonds,50,South America,Conventional,522740.52,Other,0.6,Medium-High,Efficient Method,20
Bicycle,200,North America,Conventional,3000526.56,Other,0.3,Low,Efficient Method,20
Sofa,1,Europe,Recycled,8988.5,Other,0.4,Medium,Efficient Method,20
Steel,1,North America,Industrial,49.82,Raw Material,0.3,Low,Recycled Steel,40
Wood,20,Africa,Organic,6598.0,Raw Material,0.8,Very High,Efficient Method,20
Wheat,50,Africa,Organic,92237.38,Other,0.8,Very High,Efficient Method,20
Leather Bag,5,Australia,Recycled,91677.89,Other,0.5,Medium,Efficient Method,20
Sofa,100,Africa,Handmade,887065.35,Other,0.8,Very High,Efficient Method,20
Leather Bag,20,Europe,Conventional,352847.68,Other,0.4,Medium,Efficient Method,20
Almonds,20,Australia,Industrial,212790.02,Other,0.5,Medium,Efficient Method,20
Almonds,10,Asia,Recycled,104318.45,Other,0.7,High,Efficient Method,20
Corn,50,North America,Organic,62930.55,Other,0.3,Low,Efficient Method,20
Tomatoes,200,Australia,Conventional,39403.26,Other,0.5,Medium,Efficient Method,20
Wheat,100,Australia,Handmade,178841.27,Other,0.5,Medium,Efficient Method,20
Laptop,1,Australia,Industrial,10641.57,Electronics,0.5,Medium,Refurbished Components,35
Paper,10,North America,Organic,99.37,Stationery,0.3,Low,Efficient Method,20
Table,100,Africa,Recycled,483111.33,Furniture,0.8,Very High,Efficient Method,20
Paper,20,Europe,Organic,194.75,Stationery,0.4,Medium,Efficient Method,20
Table,1,Australia,Industrial,4988.99,Furniture,0.5,Medium,Efficient Method,20
Corn,10,North America,Recycled,11377.28,Other,0.3,Low,Efficient Method,20
Bicycle,200,Australia,Industrial,3197116.1,Other,0.5,Medium,Efficient Method,20
Chair,5,Australia,Recycled,12199.84,Other,0.5,Medium,Efficient Method,20
Bicycle,100,Australia,Handmade,1434252.89,Other,0.5,Medium,Efficient Method,20
Table,1,Australia,Industrial,5024.95,Furniture,0.5,Medium,Efficient Method,20
Bed,5,South America,Conventional,36539.89,Furniture,0.6,Medium-High,Efficient Method,20
Wood,50,Asia,Organic,15667.35,Raw Material,0.7,High,Efficient Method,20
Rice,100,South America,Organic,240527.68,Food,0.6,Medium-High,Aerobic Rice Farming,35
Mobile Phone,200,Australia,Conventional,243614.66,Other,0.5,Medium,Efficient Method,20
Corn,50,North America,Industrial,62319.57,Other,0.3,Low,Efficient Method,20
Bed,10,Australia,Conventional,84117.2,Furniture,0.5,Medium,Efficient Method,20
Cotton Shirt,200,Asia,Handmade,575643.43,Other,0.7,High,Efficient Method,20
Tomatoes,5,Europe,Industrial,1168.31,Other,0.4,Medium,Efficient Method,20
Cotton Shirt,200,North America,Conventional,532324.59,Other,0.3,Low,Efficient Method,20
Sofa,200,Australia,Conventional,1728919.35,Other,0.5,Medium,Efficient Method,20
Paper,1,Africa,Conventional,10.49,Stationery,0.8,Very High,Efficient Method,20
Bicycle,10,Asia,Recycled,138876.83,Other,0.7,High,Efficient Method,20
Car,5,South America,Handmade,807762.84,Vehicle,0.6,Medium-High,Efficient Method,20
Bicycle,1,South America,Handmade,14433.85,Other,0.6,Medium-High,Efficient Method,20
Bicycle,10,North America,Industrial,156515.91,Other,0.3,Low,Efficient Method,20
Tomatoes,20,Europe,Handmade,4695.44,Other,0.4,Medium,Efficient Method,20
Mobile Phone,5,North America,Industrial,5469.83,Other,0.3,Low,Efficient Method,20
Cotton Shirt,200,North America,Recycled,492993.79,Other,0.3,Low,Efficient Method,20
Glass Bottle,10,South America,Organic,3866.51,Other,0.6,Medium-High,Efficient Method,20
Cotton Shirt,5,Europe,Handmade,12593.67,Other,0.4,Medium,Efficient Method,20
Cotton Shirt,20,Africa,Recycled,55365.26,Other,0.8,Very High,Efficient Method,20
Paper,200,South America,Handmade,2058.93,Stationery,0.6,Medium-High,Efficient Method,20
Mobile Phone,20,Europe,Handmade,22907.55,Other,0.4,Medium,Efficient Method,20
Glass Bottle,100,Africa,Handmade,38359.93,Other,0.8,Very High,Efficient Method,20
Corn,200,North America,Conventional,228229.66,Other,0.3,Low,Efficient Method,20
Car,20,Africa,Handmade,2736929.35,Vehicle,0.8,Very High,Efficient Method,20
Bed,100,Africa,Industrial,878126.28,Furniture,0.8,Very High,Organic,25
Glass Bottle,5,Asia,Industrial,1981.38,Other,0.7,High,Efficient Method,20
Almonds,1,Europe,Organic,10291.81,Other,0.4,Medium,Efficient Method,20
Mobile Phone,50,South America,Conventional,63516.32,Other,0.6,Medium-High,Efficient Method,20
Bed,10,South America,Recycled,87524.48,Furniture,0.6,Medium-High,Efficient Method,20
Steel,50,South America,Handmade,2494.34,Raw Material,0.6,Medium-High,Efficient Method,20
Laptop,1,Asia,Organic,10041.94,Electronics,0.7,High,Efficient Method,20
Wheat,10,Europe,Recycled,18447.22,Other,0.4,Medium,Efficient Method,20
Wood,50,Europe,Recycled,13925.14,Raw Material,0.4,Medium,Efficient Method,20
Corn,100,Asia,Organic,110264.02,Other,0.7,High,Efficient Method,20
Cotton Shirt,5,Asia,Recycled,14415.57,Other,0.7,High,Efficient Method,20
Laptop,10,Australia,Handmade,91138.63,Electronics,0.5,Medium,Efficient Method,20
Tomatoes,1,Africa,Organic,214.88,Other,0.8,Very High,Efficient Method,20
Rice,20,North America,Handmade,50362.63,Food,0.3,Low,Efficient Method,20
Table,20,Asia,Industrial,93691.82,Furniture,0.7,High,Efficient Method,20
Paper,5,North America,Industrial,48.8,Stationery,0.3,Low,Recycled Paper,45
Paper,20,Australia,Conventional,218.76,Stationery,0.5,Medium,Efficient Method,20
Cotton Shirt,1,North America,Organic,2468.39,Other,0.3,Low,Efficient Method,20
Mobile Phone,50,Australia,Industrial,65993.62,Other,0.5,Medium,Efficient Method,20
Corn,200,Africa,Industrial,246891.26,Other,0.8,Very High,Efficient Method,20
Car,50,Australia,Industrial,8024071.07,Vehicle,0.5,Medium,Recycled Materials,25
Mobile Phone,100,Australia,Conventional,118300.2,Other,0.5,Medium,Efficient Method,20
Leather Bag,50,Asia,Handmade,766717.52,Other,0.7,High,Efficient Method,20
Glass Bottle,1,North America,Recycled,395.43,Other,0.3,Low,Efficient Method,20
Steel,5,South America,Recycled,263.22,Raw Material,0.6,Medium-High,Efficient Method,20
Rice,5,Africa,Recycled,11678.57,Food,0.8,Very High,Efficient Method,20
Almonds,100,North America,Recycled,1176931.75,Other,0.3,Low,Efficient Method,20
Table,5,Africa,Conventional,26650.95,Furniture,0.8,Very High,Efficient Method,20
Tomatoes,5,Australia,Handmade,975.68,Other,0.5,Medium,Efficient Method,20
Rice,1,Africa,Handmade,2299.08,Food,0.8,Very High,Efficient Method,20
Paper,50,Asia,Handmade,496.07,Stationery,0.7,High,Efficient Method,20
Wheat,10,South America,Industrial,17284.52,Other,0.6,Medium-High,Efficient Method,20
Steel,200,Australia,Organic,10654.26,Raw Material,0.5,Medium,Efficient Method,20
Steel,200,South America,Handmade,9524.64,Raw Material,0.6,Medium-High,Efficient Method,20
Wood,1,Australia,Conventional,303.9,Raw Material,0.5,Medium,Efficient Method,20
Bicycle,50,South America,Organic,790522.71,Other,0.6,Medium-High,Efficient Method,20
Tomatoes,200,Asia,Industrial,41782.16,Other,0.7,High,Efficient Method,20
Steel,1,North America,Organic,47.48,Raw Material,0.3,Low,Efficient Method,20
Leather Bag,20,Africa,Conventional,349714.61,Other,0.8,Very High,Efficient Method,20
Wheat,1,South America,Industrial,1741.96,Other,0.6,Medium-High,Efficient Method,20
Bed,5,Europe,Organic,37925.39,Furniture,0.4,Medium,Efficient Method,20
Cotton Shirt,20,South America,Industrial,53741.82,Other,0.6,Medium-High,Efficient Method,20
Bed,20,North America,Handmade,162509.29,Furniture,0.3,Low,Efficient Method,20
Tomatoes,50,Australia,Organic,11458.49,Other,0.5,Medium,Efficient Method,20
Almonds,200,Europe,Handmade,2309391.04,Other,0.4,Medium,Efficient Method,20
Almonds,50,Australia,Conventional,589084.18,Other,0.5,Medium,Efficient Method,20
Plastic,100,Africa,Organic,16267.19,Other,0.8,Very High,Efficient Method,20
Paper,5,Africa,Handmade,52.41,Stationery,0.8,Very High,Efficient Method,20
Mobile Phone,20,Asia,Recycled,26163.97,Other,0.7,High,Efficient Method,20
Chair,50,Asia,Industrial,122507.27,Other,0.7,High,Efficient Method,20
Bicycle,10,Africa,Recycled,148605.34,Other,0.8,Very High,Efficient Method,20
Almonds,20,North America,Organic,209354.29,Other,0.3,Low,Efficient Method,20
Glass Bottle,50,Europe,Conventional,20833.27,Other,0.4,Medium,Efficient Method,20
Cotton Shirt,10,Asia,Organic,25604.63,Other,0.7,High,Efficient Method,20
Sofa,100,Australia,Industrial,831918.42,Other,0.5,Medium,Efficient Method,20
Leather Bag,10,Europe,Recycled,186567.17,Other,0.4,Medium,Efficient Method,20
Leather Bag,5,Australia,Conventional,93473.11,Other,0.5,Medium,Efficient Method,20
Car,50,South America,Industrial,6804264.02,Vehicle,0.6,Medium-High,Recycled Materials,25
Leather Bag,5,Europe,Recycled,84229.34,Other,0.4,Medium,Efficient Method,20
Rice,1,Africa,Conventional,2707.22,Food,0.8,Very High,Efficient Method,20
Cotton Shirt,100,North America,Handmade,269795.85,Other,0.3,Low,Efficient Method,20
Tomatoes,20,Africa,Organic,4374.79,Other,0.8,Very High,Efficient Method,20
Corn,50,Asia,Conventional,61423.13,Other,0.7,High,Efficient Method,20
Mobile Phone,1,Europe,Organic,1307.97,Other,0.4,Medium,Efficient Method,20
Leather Bag,1,North America,Industrial,16379.76,Other,0.3,Low,Efficient Method,20
Wood,100,South America,Handmade,32551.74,Raw Material,0.6,Medium-High,Recycled Wood,30
Corn,10,Europe,Conventional,11547.78,Other,0.4,Medium,Efficient Method,20
Wheat,20,South America,Handmade,35757.56,Other,0.6,Medium-High,Efficient Method,20
Almonds,100,Asia,Recycled,1081123.7,Other,0.7,High,Efficient Method,20
Laptop,50,South America,Handmade,450203.99,Electronics,0.6,Medium-High,Efficient Method,20
Wheat,10,Europe,Conventional,16935.35,Other,0.4,Medium,Efficient Method,20
Almonds,5,South America,Industrial,52753.58,Other,0.6,Medium-High,Efficient Method,20
Leather Bag,5,North America,Conventional,89324.92,Other,0.3,Low,Efficient Method,20
Wheat,100,Europe,Handmade,182565.9,Other,0.4,Medium,Efficient Method,20
Car,1,Asia,Recycled,135226.6,Vehicle,0.7,High,Efficient Method,20
Chair,50,Europe,Conventional,117737.53,Other,0.4,Medium,Efficient Method,20
Plastic,50,North America,Handmade,9007.87,Other,0.3,Low,Efficient Method,20
Steel,20,South America,Handmade,919.29,Raw Material,0.6,Medium-High,Efficient Method,20
Corn,50,North America,Recycled,58484.24,Other,0.3,Low,Efficient Method,20
Corn,50,North America,Organic,57275.5,Other,0.3,Low,Efficient Method,20
Plastic,50,Asia,Industrial,8202.38,Other,0.7,High,Efficient Method,20
Steel,50,Europe,Handmade,2336.5,Raw Material,0.4,Medium,Efficient Method,20
Steel,100,Asia,Organic,4995.37,Raw Material,0.7,High,Efficient Method,20
Bicycle,5,Africa,Recycled,71120.34,Other,0.8,Very High,Efficient Method,20
Glass Bottle,1,Africa,Recycled,355.35,Other,0.8,Very High,Efficient Method,20
Sofa,5,Europe,Conventional,46771.36,Other,0.4,Medium,Efficient Method,20
Plastic,5,South America,Organic,872.87,Other,0.6,Medium-High,Efficient Method,20
Paper,10,South America,Handmade,98.35,Stationery,0.6,Medium-High,Efficient Method,20
Sofa,20,Asia,Organic,185517.8,Other,0.7,High,Efficient Method,20
Car,100,Africa,Industrial,15364461.64,Vehicle,0.8,Very High,Recycled Materials,25
Paper,20,South America,Organic,218.23,Stationery,0.6,Medium-High,Efficient Method,20
Corn,5,North America,Handmade,5523.88,Other,0.3,Low,Efficient Method,20
Steel,5,North America,Conventional,227.84,Raw Material,0.3,Low,Efficient Method,20
Mobile Phone,5,North America,Industrial,5763.6,Other,0.3,Low,Efficient Method,20
Almonds,1,Asia,Organic,10770.56,Other,0.7,High,Efficient Method,20
Table,20,South America,Conventional,102651.2,Furniture,0.6,Medium-High,Efficient Method,20
Glass Bottle,50,North America,Handmade,17565.41,Other,0.3,Low,Efficient Method,20
Rice,50,Africa,Recycled,129559.32,Food,0.8,Very High,Efficient Method,20
Rice,50,Europe,Industrial,125832.83,Food,0.4,Medium,Efficient Method,20
Corn,1,Asia,Industrial,1179.69,Other,0.7,High,Efficient Method,20
Glass Bottle,20,Africa,Industrial,7427.85,Other,0.8,Very High,Efficient Method,20
Car,50,Australia,Handmade,7653636.89,Vehicle,0.5,Medium,Efficient Method,20
Chair,10,Australia,Organic,26513.34,Other,0.5,Medium,Efficient Method,20
Almonds,1,Europe,Industrial,10183.43,Other,0.4,Medium,Efficient Method,20
Glass Bottle,50,Africa,Industrial,19571.63,Other,0.8,Very High,Efficient Method,20
Bicycle,50,Australia,Handmade,722956.31,Other,0.5,Medium,Efficient Method,20
Leather Bag,10,Australia,Recycled,158113.59,Other,0.5,Medium,Efficient Method,20
Table,200,North America,Industrial,923946.8,Furniture,0.3,Low,Efficient Method,20
